index,fx,fxSector,bid,ask,change,flag1,flag2
1,AUDJPY,Minor,83.592,83.586,-1.61,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAYAAABXAvmHAAALE0lEQVRoQ+2YeXBV1R3HP/e+PS/vZSEkEEUIirIYBFyobcEKKqHsOFg7VFR0lHEUFwpCrCwRigh1AdqKINgKHUcERJYCVpBFB4wIhsUrSBIIa8j+XvL2ezvn3rxsJAFZpmWG88/Ny/md3/l9f/vvSFzlS7rK5ecagP+1Ba9Z4P/BAibABojv1bQiQEC4UMLpL3eUuLunI8XGsv7Tb1myJLsBEJXVyx4jf+QYNJcJyROh3bJ3GTJyMWCuRzvooR4M7ORC2rIZtXt3xryTc8WUsnbts4kCQLtT89/LcyYk4uzfl5A7ni2fHyQnJ1e/WBKJStIY92xfiuYtRsWHjIOk50YzZ95WJGS0ahGvb5dE78QgziOHcN55G5FOnZk3bwsQAmSoobxUTBpbt+ayfv3YNAHglhWrspW7YwLE7NuD7Z5fYb+jOz8cKmTl8mw8Hi+SycSMV37L6alz0CQ/Eg5aTRnHpGnrkCQJs8NBn7vacHvJISgvx/XgIKSUZDZuOsiWLxQ0TdPpqjWi4xC/osCjcDRNRZIl0JrOLYJXfLyD7duPsGHD2I46gH793lbuG3AbD3Ryk6bsRo2PJ+6hwXgiJj795Fv2789j5uQhnJ48C5UqHUDrrImMn7yS1PY3MKiDnVb7s5Hap+Ea2p+zJX4++tdO8vJOAZa6chvCCxmrv1FUGmHsNht+v7CWpNPoS6BsQC8AfLXjCBs3vWAAuP/+N5WePVtT7tHoeWca9wYLsJw4RtyIwVhv6cDOnbncld6KU5Omo+EzAMz8E8uX7+YBezHk5REzKAPbrZ3Yuu0nPludTTjkR9OFNwA0tyRJw2YzExvr0CUuK6siHBYxKtzu3BUXZ2PXrnw+//xFA8Cst75QWqXE4fOH8AcjdOl2A790VBLI3o2zb2+s7dqgVlZyYtxUNCqRcHLdX6YS+OobQkUlxA7JQHY6+f7gabZt/wmz2YTZLKOqGnt2HTmP+Bpms4bbHcvo0b/WaRcv3kFJiafJxCgAZGcfY8uWcQaAcHmFIvxct2sz6/jYTDSCSFi5fu6fz6dYff/JsZ/oX7vNhD8gtNpwaVgsJtxuO089dY++uWjRNs6e9Rq+04QF9u49wZdf/tEAUPDEc4o5tTWhgjNooUCN69U7K3zWJCOZzKihoLFV7Z9RuobXie1XuEPfjkHTo6fuih7X0PRsFxNjRZYlvF5/k8KL826Xnf0HTrJ9+wQDwKHfDFHs7dsR8VY2q1VJkmuUoqlq87SIsJR5OdJDp7NJEGjewHXyUvMdjstl49ChQr7+eqIBIHfwHxRryxZEKqtqMkQ9b6pOCZoIrHAYNRzC5HRWAxB1Qtyt6dqra42gJvO891bDhSQVv9Z4UDariRpTR9FLuFxWcnNL2LVrUnUMlJUrkiyfNwbyHny8ppClrVhy/nuBfg++r9OJoA6Hm7daUwxNJomEhBi9lpSWVuoZ6/jxcnbvfsUAMPLRJYrNZiPoDxGMRBg8qCsjf3c7aoWHkvnvY3E6cD32e3IHjSSCFxOxtF+zjLDLjTUU4OzfP8AcCbOvRx+WrDpAoKwSq9WMqkbI/+lMA7lqNXlBGiBMixZxTJs2RCfPylqD1+uhsDDAnj2vGgC63papJLawEQlZeOa5fjw8oge+r7Mpn7sAOb0zS8NpPP9CH47cNwIVLzKx3Pif5YzNXMfU14bS0m3m7Bt/JZhzgMO9B/LOjjJOHBbp04yGtUZOkegSE2MRxi4u9gpvPO8ymVRSUtxMmzZMp30t6zOKS8ooLY2QkzPZANCtx3Slc6dUps8cRlqbeIrnzEfblU1u38G8mR3gYPY+9mybyOFeg9EkDxIuOmz7jG69XyPe3ZKJfxrIgIwuVG3ehmfuewR6/oKF/nasXrMXLRxC0kxoUojklvHMmTNCF2Tiyys5daoYJEtNT6HbJhpSdfKQABwFXlTkxWKR8FWpHDg41QDw7w17lF59umEryKMocwZychKr293D/I9z8JeW6Bce3JXJoZ4ZqFQg4+bmXRvo3HNGdTcaZuiwu3k1awix3jLOTJqOKRRgU5f7mf3RQaoqqvRLhSZnzXpI55eZuZKCgiJUVQR281lHJAdRFMUy/g4jSWZ+/DHLAODxeRX7uo2ULfyQwnv780a+my3rv6s2rxgTguTufRWlWx/MlBAmkY57N9O+W1b1KCGYB0hLS+WNtx7mru5tUD/+mFNLVzP0UFsKfaLagskk65oUSe3sWQ+RiEbT2bhurNTNv0LkCBaLlSNHZhgAlkz9QPlmzmLiMgay+igU/CD8t9Z3xYGyo9M50LYHKuXIxNHl6HfEt81s0OsEsdmsPDKqF21uvo7k0jzGz9yBVxP9kOh3jL5IlmWCwTCRSFNZKapt0Y401hNFSEqKIz9/pgGgTZuJSnFxebUpxYGGDViDktts6EVwOmUSEmNJQiWnoAq1xkUEn7qabcx1BFCZl17K0G+ZN28TXq+I9rq0ET0zFRS8bgBITR2vlJaWNdB68wnCHRdDRXlVk0T6ddVt8HlTTQMCSQozceJg/b+zZ68jHG4INEJCgouTJ2cbAFJSXlK83krCYWMsrtuK1/CWQBTatje0ID+/2NBjg5693oRSs6eX6Vo2kqQPOHX5Nj6oGdaSJFN9er0oQmysnTNn3jQAJCW9qPh8VYRC5871ovppmmiuIC4ujoULH2HUqMX4/UL7ErJsbSYQf67uL4zeYgGHw0ZR0VsGgISEsUowGCAYbNirGMHy9NO9WLXqG5KTk9i4cSy9e88mEPAzYEB3FizYTlFRRZPDx4WJ9POorFZJr/SlpXMNAG7Xs0pEDRLw13abhlk1TKYI4ycMZMqUQRQWVpCaGs/Jk2UkJ4vquIbXX1+tp9J6XtFIbNYbIbXasbeGtLa3rnFPqWH2NERCADBbTFRUzDcAOJ3PKKoWJiheWQTzmpFbzKaVJCensHnzODp2bFWjKkU5TXr6FFRVzAY2vZ+P9vXRqV3Th3Oj1zfk09AkSTxyoEla9bf65UO/15BYpzceQ2pjTTwMVN9ht8vIkoS38m8GAIdjjCKJdtdfqzrBymJWGT78DqZPH8aNN7Y8x867dx9lwoRP2LpVvDyYGs43tfQXnIWjOb/5yiwAiETg871rALDZnlJEo+XzRTOGUe3i42MYPboXbdvGc9NNrejf3+jtxVq7Noe8vEL27zvFPz/cSSBgvCbUz9d1/KLRhxSDl5EoRFETvm3Ri1dt611XJoPe4ZD1IhgILDAAmM1PKlarTNU5ad1oEaCK4cP7smLFGDZsOEBGRhf695/Lhg079GHReJm8+CXLYX2oT0mJ05kcPVqE3y9cs/HXzpgYE8FgiHB4kQHAZHpCsdvNVFY2NfP5mDx5BHa7hczMD3n77dGUlFSRlbVc6OPiJddPasTEyLRsGc/SpU/q/xk5chHHjp0959kyepHTacbvDxCJvG8AkOXRisNhaRKAeLfp2rUN339/XHctoZn09OvYt0/8bt5fLwSdxaLRunUcy5Y9rZOPGrWIvDzRBTfOWwDw+fyo6mIDgCQ9rjidVrzecy1gjMPCR4WPC5NGfVIAqf+weyHCNk4jKi643Q69Yy0pEU8qTc/PsbHCW3xo2hIDADymuFx2PJ6Lm1kvXvC6J6PKE9/mh3+Xy4LHI15QPogCeFRxuYQ267bQl0esK8MlgscjgtwAcBM8evjKXHSluf6jgwCQAqQD51aqK33/pfEXaWqfACCSuOuSk/mlCXMxp0WB8lx6DryYqy/jmWsALqMyL4rVNQtclNou46Gr3gL/BZ6bOXX0Y5OIAAAAAElFTkSuQmCC","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAYAAABXAvmHAAAIM0lEQVRoQ+1YC0yUVxb+/n/mnxnegoIulZeKZSUsro+Iy3aJGruuiRVIjA/ERGODDyJoa13filoVdH2jSa3SrabsaoMohrX1taIYdVcxFBmVhBXp+mQYwHn+M/Nvzh1tZgaGGcC0S+JJCFHuf+75zvnOvee7HHq5cb08frwD8EtX8F0F/h8qIAOgBEC/e5NZAZiIQsGSJGl6U+RvYuU4LoQAREuSVN9LAcQQgPclSVJ7A0Cn00EQBCgUCm+Wd2uNyWSC1WqFr6+vx+85jovrEoCKigqEh4dj8ODBHp13d8G9e/dgMBgwcuRIjy66BODly5fIy8vDqlWr0NjYiISEBCiV1Ptvx5qbm9HQ0IDg4GDs2LED27dvh4+PT6fOvQZgs9mwcuVKTJ06FQMGDEB+fj42btwIjUaDuLg4cFz3rxOiS3V1Nfr164fNmzdj7dq1uH37Nu7cuYPVq1dDJnN/OHoN4OTJk7hbVYVPPv0Uy5YtYz/Pnj3D8ePHcejQoR71BNFl8eLFWLp0KagKJ06cwIYNG3DlyhVMmDABgYGBbqvgFYAnT55g+fLlrKwlJSWgRp47dy5ycnKwadMmxMTE9JhDNTU12Lp1K/bs2YOCggIMHz4cU6ZMwfr161nl+/bt2+EeHgFYLBZkZWVhzpw5CAsLY+UtKipipR4zZgzS0tLaO5YkiA8ewHj9OsTGRsBsBlQqKGJioEpOhjwyssNg9u/fj8TERNa8tN+uXbtw7do13Lp1iyWvI5p2CqCpqQnnz5/HxYsXsW3bNsyfPx/r1q1jZSbaHDt2DHK53CkYS/1/oC08ALG+HuB4cDIeoP6QJEgWCziehyI+HkHZ2ZC5ZFUURdy9e5dxvrlZg+JvipFfUMASSD/jx49vB7xTAK9evWKnDZ0Ee/fuRUhICObNm8eyc/iLw4iKjnJyaKyshObzz8EpFOBcgDkulIxGtqZffj7kgwY5+bhw4QJLVnFxMdasWYPY2Fikp6ez7EdFOe9HH3qkEC0iGlETJycnsyN0xIgRrOEczVz9A15+thycIAd4zyMVq4YgIOzAAcjCw39yRacdVZmqkZ2djcrKSkyfPr1nTfzm69bWVsb9LVu2sNv4J7NY8HT2bFhfvAAc/99Da1MllMPiEXpgv51mr41uYmpe2suVoq4uvaqApyNGf/UamnJzwAcEdLpUBSs42CCBAw8JZshhNhgx4OuvIcTGetqme6eQN15rV2xE4HenILmZXXgAKoj4pzwa3wuD0cqrEGPTIs1Yg4i2H6H4eCFr6u5YjytgkYCSaTn4w8MLMAuq9qcEExkS9vgk4Rvlb17/3QZAjhCbDnmas0gZ8R4CjxR1J37vmrgzz2YrMO/DdSioOwJRUDJ6OFqwZMBfVL/DTr8UKG1GcJAgveE6J0OovhnfRf+AIWdLfhkAkiQh/qMvkVZbhk+s/4IZMogcBzkk+EkiShVxyPX/EyjnxHtXM5psOBTfhMy/FfQMgM1mU3d3IJuaVYzvKxqQztdhtrEKYTYdmnkVSpW/xl8ViSxsGYPQ3ow6M3ZlDELW+owuA6Dk8Txv1wNWq1XN89RuXbevvq1C1melQKA/o0iATYSek8HCyaGUxNekcsw+bWn/t/GVCVePZWBU0pAub0x3hkwmswOwWCzqzsZW8k4jxO7du9k85Hg+6wwiho7fh+YWIwSBhw0cA+JpwDaZLYiJCEF1+QLIaeR4bXSJ0TRKl6afn59bYE4ARFFUu7s0aOGZ02cw9P2hGDt2LHOem5vr5Lj4TA3m5J6E0lfwShvYbBLMBhFlRZn48APncYISdOrUKXb719fXY9KkSR2CoAlBEAR7Bcxms9rpdgXYdd7W1gaz2YykpCQ2A6WmprIplBwPHDjQyfGOL67jz3nlkPkrIcjd09EiWmHViygsSMXH03/r5OPGjRv4fXIyHjx8yEZ4qjoNjf7+/ghwuSgpPoVCYQdgMpnUrkL98ePHbIi7f/8+CgsL2fB2teIqysrKcO7cOTbmujb+t/+oxZIN5Xj2oxZQySGT8/Y1NGJbbOCMFvwqMhiHt32EP37grKup0jSqE5VDQ0MxY8YM1NbWYuLEiViwYAGWLFniBJYSq1Qq7QAMBoNapWp/EZFaIuSXLl3C8+fPmcyjYYtk5cGDBzsctHR6EUdO/Bt/P1uLhv+2QBStEAQZot7rg9mpCchMT4SP0nkMp8hIHEVHRyMzMxMZGRks6EePHrFKUDJdKW40GmlStgPQ6/VqdwKaXiJSUlJAyoxk5OnTpzF58mSMGjWKiXBXKjmmibhutUqQyTjwvPu2rqqqYlMuKbOjR49i0aJFTErSCwjp42HDhrXrA0qur6+vHYBOp1N39g4zbdo0kD7YuXMn4uPjGX2oyWgzyk5P3on0ej2rMvnq378/a1oCQs8ro0ePRmRkZIcHA33n5+dnB9DW1qamRnFnFHyfPn1QXl7OGmvhwoW4efMmSktLWbY6op+3BzsdFERH0sCUaVKBVFnSHE+fPnXrm2IKCAiwA2htbVW7drlrAJcvX8a4ceOYc2puUkxBQUHexulxHfmlV46ZM2eyhwLiP2XfnRHwwMBAO4CWlhZ1Z88X5ISubmos6odZs2Z5DKi7C/bt2weix4oVKzp1QQIrKCjIDkCr1aq9ySaJbtLGERER3Y3P43d1dXVM8XWkgR0/1mq19IpnB6DRaNT0pNebzBHAEI1G87A3Bf8m1pCQkFiqQH8ACQBCexmIFwCqCQA9MZMif3tPzT9PJkwA2jxNvT9PKD3Y5R2AHiTvrXz6rgJvJY09cNLrK/A/xieMZiw5/w0AAAAASUVORK5CYII="
2,AUDUSD,Major,0.7537,0.7537,1.02,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAYAAABXAvmHAAALE0lEQVRoQ+2YeXBV1R3HP/e+PS/vZSEkEEUIirIYBFyobcEKKqHsOFg7VFR0lHEUFwpCrCwRigh1AdqKINgKHUcERJYCVpBFB4wIhsUrSBIIa8j+XvL2ezvn3rxsJAFZpmWG88/Ny/md3/l9f/vvSFzlS7rK5ecagP+1Ba9Z4P/BAibABojv1bQiQEC4UMLpL3eUuLunI8XGsv7Tb1myJLsBEJXVyx4jf+QYNJcJyROh3bJ3GTJyMWCuRzvooR4M7ORC2rIZtXt3xryTc8WUsnbts4kCQLtT89/LcyYk4uzfl5A7ni2fHyQnJ1e/WBKJStIY92xfiuYtRsWHjIOk50YzZ95WJGS0ahGvb5dE78QgziOHcN55G5FOnZk3bwsQAmSoobxUTBpbt+ayfv3YNAHglhWrspW7YwLE7NuD7Z5fYb+jOz8cKmTl8mw8Hi+SycSMV37L6alz0CQ/Eg5aTRnHpGnrkCQJs8NBn7vacHvJISgvx/XgIKSUZDZuOsiWLxQ0TdPpqjWi4xC/osCjcDRNRZIl0JrOLYJXfLyD7duPsGHD2I46gH793lbuG3AbD3Ryk6bsRo2PJ+6hwXgiJj795Fv2789j5uQhnJ48C5UqHUDrrImMn7yS1PY3MKiDnVb7s5Hap+Ea2p+zJX4++tdO8vJOAZa6chvCCxmrv1FUGmHsNht+v7CWpNPoS6BsQC8AfLXjCBs3vWAAuP/+N5WePVtT7tHoeWca9wYLsJw4RtyIwVhv6cDOnbncld6KU5Omo+EzAMz8E8uX7+YBezHk5REzKAPbrZ3Yuu0nPludTTjkR9OFNwA0tyRJw2YzExvr0CUuK6siHBYxKtzu3BUXZ2PXrnw+//xFA8Cst75QWqXE4fOH8AcjdOl2A790VBLI3o2zb2+s7dqgVlZyYtxUNCqRcHLdX6YS+OobQkUlxA7JQHY6+f7gabZt/wmz2YTZLKOqGnt2HTmP+Bpms4bbHcvo0b/WaRcv3kFJiafJxCgAZGcfY8uWcQaAcHmFIvxct2sz6/jYTDSCSFi5fu6fz6dYff/JsZ/oX7vNhD8gtNpwaVgsJtxuO089dY++uWjRNs6e9Rq+04QF9u49wZdf/tEAUPDEc4o5tTWhgjNooUCN69U7K3zWJCOZzKihoLFV7Z9RuobXie1XuEPfjkHTo6fuih7X0PRsFxNjRZYlvF5/k8KL826Xnf0HTrJ9+wQDwKHfDFHs7dsR8VY2q1VJkmuUoqlq87SIsJR5OdJDp7NJEGjewHXyUvMdjstl49ChQr7+eqIBIHfwHxRryxZEKqtqMkQ9b6pOCZoIrHAYNRzC5HRWAxB1Qtyt6dqra42gJvO891bDhSQVv9Z4UDariRpTR9FLuFxWcnNL2LVrUnUMlJUrkiyfNwbyHny8ppClrVhy/nuBfg++r9OJoA6Hm7daUwxNJomEhBi9lpSWVuoZ6/jxcnbvfsUAMPLRJYrNZiPoDxGMRBg8qCsjf3c7aoWHkvnvY3E6cD32e3IHjSSCFxOxtF+zjLDLjTUU4OzfP8AcCbOvRx+WrDpAoKwSq9WMqkbI/+lMA7lqNXlBGiBMixZxTJs2RCfPylqD1+uhsDDAnj2vGgC63papJLawEQlZeOa5fjw8oge+r7Mpn7sAOb0zS8NpPP9CH47cNwIVLzKx3Pif5YzNXMfU14bS0m3m7Bt/JZhzgMO9B/LOjjJOHBbp04yGtUZOkegSE2MRxi4u9gpvPO8ymVRSUtxMmzZMp30t6zOKS8ooLY2QkzPZANCtx3Slc6dUps8cRlqbeIrnzEfblU1u38G8mR3gYPY+9mybyOFeg9EkDxIuOmz7jG69XyPe3ZKJfxrIgIwuVG3ehmfuewR6/oKF/nasXrMXLRxC0kxoUojklvHMmTNCF2Tiyys5daoYJEtNT6HbJhpSdfKQABwFXlTkxWKR8FWpHDg41QDw7w17lF59umEryKMocwZychKr293D/I9z8JeW6Bce3JXJoZ4ZqFQg4+bmXRvo3HNGdTcaZuiwu3k1awix3jLOTJqOKRRgU5f7mf3RQaoqqvRLhSZnzXpI55eZuZKCgiJUVQR281lHJAdRFMUy/g4jSWZ+/DHLAODxeRX7uo2ULfyQwnv780a+my3rv6s2rxgTguTufRWlWx/MlBAmkY57N9O+W1b1KCGYB0hLS+WNtx7mru5tUD/+mFNLVzP0UFsKfaLagskk65oUSe3sWQ+RiEbT2bhurNTNv0LkCBaLlSNHZhgAlkz9QPlmzmLiMgay+igU/CD8t9Z3xYGyo9M50LYHKuXIxNHl6HfEt81s0OsEsdmsPDKqF21uvo7k0jzGz9yBVxP9kOh3jL5IlmWCwTCRSFNZKapt0Y401hNFSEqKIz9/pgGgTZuJSnFxebUpxYGGDViDktts6EVwOmUSEmNJQiWnoAq1xkUEn7qabcx1BFCZl17K0G+ZN28TXq+I9rq0ET0zFRS8bgBITR2vlJaWNdB68wnCHRdDRXlVk0T6ddVt8HlTTQMCSQozceJg/b+zZ68jHG4INEJCgouTJ2cbAFJSXlK83krCYWMsrtuK1/CWQBTatje0ID+/2NBjg5693oRSs6eX6Vo2kqQPOHX5Nj6oGdaSJFN9er0oQmysnTNn3jQAJCW9qPh8VYRC5871ovppmmiuIC4ujoULH2HUqMX4/UL7ErJsbSYQf67uL4zeYgGHw0ZR0VsGgISEsUowGCAYbNirGMHy9NO9WLXqG5KTk9i4cSy9e88mEPAzYEB3FizYTlFRRZPDx4WJ9POorFZJr/SlpXMNAG7Xs0pEDRLw13abhlk1TKYI4ycMZMqUQRQWVpCaGs/Jk2UkJ4vquIbXX1+tp9J6XtFIbNYbIbXasbeGtLa3rnFPqWH2NERCADBbTFRUzDcAOJ3PKKoWJiheWQTzmpFbzKaVJCensHnzODp2bFWjKkU5TXr6FFRVzAY2vZ+P9vXRqV3Th3Oj1zfk09AkSTxyoEla9bf65UO/15BYpzceQ2pjTTwMVN9ht8vIkoS38m8GAIdjjCKJdtdfqzrBymJWGT78DqZPH8aNN7Y8x867dx9lwoRP2LpVvDyYGs43tfQXnIWjOb/5yiwAiETg871rALDZnlJEo+XzRTOGUe3i42MYPboXbdvGc9NNrejf3+jtxVq7Noe8vEL27zvFPz/cSSBgvCbUz9d1/KLRhxSDl5EoRFETvm3Ri1dt611XJoPe4ZD1IhgILDAAmM1PKlarTNU5ad1oEaCK4cP7smLFGDZsOEBGRhf695/Lhg079GHReJm8+CXLYX2oT0mJ05kcPVqE3y9cs/HXzpgYE8FgiHB4kQHAZHpCsdvNVFY2NfP5mDx5BHa7hczMD3n77dGUlFSRlbVc6OPiJddPasTEyLRsGc/SpU/q/xk5chHHjp0959kyepHTacbvDxCJvG8AkOXRisNhaRKAeLfp2rUN339/XHctoZn09OvYt0/8bt5fLwSdxaLRunUcy5Y9rZOPGrWIvDzRBTfOWwDw+fyo6mIDgCQ9rjidVrzecy1gjMPCR4WPC5NGfVIAqf+weyHCNk4jKi643Q69Yy0pEU8qTc/PsbHCW3xo2hIDADymuFx2PJ6Lm1kvXvC6J6PKE9/mh3+Xy4LHI15QPogCeFRxuYQ267bQl0esK8MlgscjgtwAcBM8evjKXHSluf6jgwCQAqQD51aqK33/pfEXaWqfACCSuOuSk/mlCXMxp0WB8lx6DryYqy/jmWsALqMyL4rVNQtclNou46Gr3gL/BZ6bOXX0Y5OIAAAAAElFTkSuQmCC","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAYAAABXAvmHAAAEmUlEQVRoQ+2Z/WtbVRjHvzdvy8ua2xhsXbpua9qta7fUjTErG8s2UDbG5j+wKoLIijpfWltFZDqVaTciY0MdiAjdGAxExoov+JMr7BcruCVUT2itlKkwa91N0uamN2munHtyb9PYxR9yUr3QB0ry3HvO9zmf85ybc55bASY3weTjxwrAf53BlQz8HzJgBbAKAP00k80DmKNLyHf48Ht/VXvknwij3EPUD128jwJsOHTo3V/27m1Hf/9jOH36mhGIp38ME1wB5Os3sObLz5ooQOvBg6dIONwGSZrVgqjqQiyBtqB/KrtuEbSvZY220/oVjPon2m3/DlDacakeqgrB40buxzhqT/Zv1gAOHHiH7N69ABCJPI6ensHCIARQv7f3oj4cRCJPoLdnkMEKwPvU1+6rGpzuM48ZvcbbBEFgAI8+8jbpfHgjEgmZTfUiK0y/dq34e7Ffer1YgKXi3LkneY8fBsD+/W+RnTuDGBg4iu7uj41AFy48zc2PhP3cAASXE7nJ2xBf6mYZ2LfvTbJt2wYkEmluQUqFBnCTm7ZF9EK5GUXg228YwJ49J8jWrY1IJukSAi5dOo6urvNGQM0/ep6toOL7dLUJ92hf1J/2OSsQfgDeGiijcay5fpUB7Nr1Otm0KYBUigFUw658yPEhtlgAJQtbwwMMoLPzNRIM1uHy5Rdw5MiAMf6hoVe4+VSLtxkP8Y4dr5LGRj9mZjK8Yxh6X33UxU+bZiCbhX1zC8vA9u39pK5ORDo9pwUZHj6JcPgNI2ClPhW6ghFuAILbhfwff6Lhh2EGEAq9TGprPZBlhVuQUqGrGOamTX9G1UQSa6MjDKCtrYd43Ksw8v0phDr6WCAViMXOoCPUZ+xf0dgZ7b6+bcWiBb/waxSlfqiP7eAqYLRXgRvH2rkBwGYFsjl4n3+KAbS2vkjU4gMQv1CGUjx+lruq8RA3Nx8n2Sw9XjObnPwA69c/y83XNXkTGABNTc+Rqakkb/1FeuMPsZMuL7PUelH3+adsCTU2PkOmp1OYnR2Ex7Ow4fD0R/EFr7FrOla/H+tujzGAQKCb3L07wzVAqdjYOr4FjSB60fDd1wxgfn6eWOjmYCLL5/OwWq0MIJfLEavVXDX9IoAJfyuxKVmoStYUORAcduQcdgSn4ywDP4stxJbPQ80oxpF5UWGm71zlXoMVF3JLtStsdvom+Y+Xmvp9XWep4q+wwWoAdiuapXEGMF4TJHZVhTqnLF1R6nkpDVIuX/eqMosnoxSqWK9MJSs4HcgKAlpSEwxAlmXidDpNsXz0QWYyGbhcLgaQTqeJy+UyFYAsy3C73QzgJ8da4nY4oKarV5HxnB16nE4rCtqUXxnAqL2BrHY6oc5Wr6jnCuBxYyaTwZbsbwUAW4CsdrnMBSDL2JL7nQEkEgni9Xp5TlLVtZLJJERRZACSJBFRFKselGcASZLg8/kYwC1LPfHVmCsDUiqJjvwdDaDllqV+jOfsLJfWg/k7GylAPYAQgPuXKzCnOFMAYhSA/nuppvDJSXtZZOg7oFS549myjKLSICsAlc5gpf1XMlDpDFba3/QZ+Bux0t5Il03uIQAAAABJRU5ErkJggg=="
