Date,Open,High,Low,Close,Volume
2018-07-26 16:00:00,142.4900,142.6400,142.4449,142.4449,194456
2018-07-26 15:59:00,142.4900,142.4900,142.4500,142.4900,74948
2018-07-26 15:58:00,142.4100,142.4900,142.3800,142.4899,58903
2018-07-26 15:57:00,142.4250,142.4400,142.3902,142.4000,65933
2018-07-26 15:56:00,142.4600,142.4700,142.3900,142.4200,46667
2018-07-26 15:55:00,142.4100,142.4700,142.3700,142.4600,29693
2018-07-26 15:54:00,142.4300,142.4750,142.4000,142.4050,37326
2018-07-26 15:53:00,142.4200,142.4550,142.4100,142.4300,35201
2018-07-26 15:52:00,142.3300,142.4300,142.3250,142.4150,24185
2018-07-26 15:51:00,142.2500,142.3398,142.2400,142.3250,30977
2018-07-26 15:50:00,142.2850,142.3000,142.2300,142.2500,33282
2018-07-26 15:49:00,142.2200,142.2850,142.2200,142.2850,23967
2018-07-26 15:48:00,142.1900,142.2200,142.1550,142.2200,17705
2018-07-26 15:47:00,142.1700,142.2100,142.1700,142.1850,19979
2018-07-26 15:46:00,142.1600,142.2100,142.1200,142.1700,30350
2018-07-26 15:45:00,142.1700,142.2050,142.1400,142.1600,25433
2018-07-26 15:44:00,142.1950,142.2300,142.1600,142.1800,21510
2018-07-26 15:43:00,142.1800,142.2300,142.1250,142.1900,21717
2018-07-26 15:42:00,142.2200,142.2700,142.1800,142.1800,21426
2018-07-26 15:41:00,142.2900,142.2900,142.2200,142.2200,27457
2018-07-26 15:40:00,142.3300,142.3300,142.2800,142.2900,17793
2018-07-26 15:39:00,142.3300,142.3500,142.3000,142.3250,15430
2018-07-26 15:38:00,142.3200,142.3400,142.3000,142.3400,13695
2018-07-26 15:37:00,142.3750,142.3750,142.2900,142.3200,23169
2018-07-26 15:36:00,142.4300,142.4400,142.3500,142.3700,31418
2018-07-26 15:35:00,142.4400,142.4750,142.4000,142.4200,18257
2018-07-26 15:34:00,142.4950,142.5100,142.4300,142.4300,21974
2018-07-26 15:33:00,142.5250,142.5400,142.4900,142.5000,14266
2018-07-26 15:32:00,142.5700,142.5800,142.5200,142.5200,25596
2018-07-26 15:31:00,142.5050,142.5800,142.4850,142.5700,32789
2018-07-26 15:30:00,142.5200,142.5200,142.4900,142.5100,16423
2018-07-26 15:29:00,142.5100,142.5400,142.5000,142.5300,22747
2018-07-26 15:28:00,142.5000,142.5300,142.4850,142.5100,23226
2018-07-26 15:27:00,142.5000,142.5350,142.4950,142.5000,14314
2018-07-26 15:26:00,142.5000,142.5200,142.4800,142.5000,20573
2018-07-26 15:25:00,142.5100,142.5200,142.4800,142.5000,22817
2018-07-26 15:24:00,142.5300,142.5300,142.4500,142.5100,25371
